CSCI B438, 9:30AM, 10:45AM, TR, MO 007
CSCI P466, 4:00PM, 5:15PM, TR, BH 005
CSCI P466, 10:10AM, 11:00AM, F, BH 209
BUS  S205, 11:15AM, 12:30PM, MW, BU423
HYPR E371, 6:00PM, 7:00PM, M, HP013
HYPR E371, 7:00PM, 8:00PM, M, HP194
HYPR R322, 6:00PM, 9:00PM, W, HP010 
CSCI A115, 1:25PM, 2:55PM, MW, SE045
CSCI A115, 6:50PM, 8:20PM, TR, BH118/308
